principal,variantes,menciones
sevilla,seville,96
córdoba,cordova,48
granada,granada,29
ronda,ronda,26
algeciras,algeciras,19
tarifa,tarifa,15
andalucia,andalusia,12
san fernando,san fernando,7
cádiz,cadiz,5
bobadilla,bobadilla,5
málaga,malaga,4
montilla,montilla,3
santiponce,italica,3
vera,vera,1
el puerto de santa maría,santa maria,1
jerez de la frontera,sherry,1
