principal,variantes,menciones
andalucia,andalusia,17
ronda,ronda,12
sevilla,seville,11
málaga,malaga,10
algeciras,algeciras,7
cádiz,cadiz,7
granada,granada,6
córdoba,cordoba,5
rota,rota,2
tarifa,tarifa,2
jerez de la frontera,jerez,2
san roque,san roque,1
ayamonte,ayamonte,1
huelva,huelva,1
arriate,arriate,1
bobadilla,bobadilla,1
mijas,mijas,1
tolox,tolox,1
osuna,osuna,1
