principal,variantes,menciones
sevilla,seville,53
granada,granada,43
jaén,jaen,9
ronda,ronda,8
andalucia,andalusia,5
córdoba,cordova,5
bobadilla,bobadilla,5
algeciras,algeciras,4
san fernando,san fernando,4
málaga,malaga,4
cádiz,cadiz,1
jerez de la frontera,sherry,1
