principal,variantes,menciones
sevilla,seville,72
andalucia,andalusia,39
córdoba,cordova,21
granada,granada,17
ronda,ronda,16
cádiz,cadiz,13
jerez de la frontera,jerez,13
écija,ecija,13
marchena,marchena,10
málaga,malaga,9
carmona,carmona,8
mairena,mairena,4
algeciras,algeciras,1
san fernando,san fernando,1
jerez de la frontera,sherry,1
córdoba,cordoba,1
