principal,variantes,menciones
sevilla,seville,54
cádiz,cadiz,17
granada,granada,14
andalucia,andalusia,8
córdoba,cordova,8
santiponce,italica,3
sevilla,sevilla,2
san fernando,san fernando,1
jerez de la frontera,jerez,1
jerez de la frontera,sherry,1
palos de la frontera,palos,1
bobadilla,bobadilla,1
ronda,ronda,1
carmona,carmona,1
