principal,variantes,menciones
almonte,almonte,14
andalucia,andalucia,13
sevilla,seville,11
ronda,ronda,9
jerez de la frontera,jerez,8
córdoba,córdoba,6
jaén,jaen,5
cádiz,cádiz,4
granada,granada,3
motril,motril,2
málaga,malaga,2
alcalá,alcalá,2
écija,ecija,2
vera,vera,1
rota,rota,1
jerez de la frontera,sherry,1
lucena,lucena,1
huelva,huelva,1
moguer,moguer,1
andújar,andujar,1
linares,linares,1
marchena,marchena,1
moron de la frontera,morón,1
sevilla,sevilla,1
